year,state,candidate,party,outcome,incumbent,turnout,Disposable Income Per Capita,Avg Unemployment,Population,Under 18 years,White,Black or African American,American Indian and Alaska Native,Asian and Pacific Islander and Other,45 years and over,Bachelor's degree or higher,state_Alaska,state_Arizona,state_Arkansas,state_California,state_Colorado,state_Connecticut,state_Delaware,state_Florida,state_Georgia,state_Hawaii,state_Idaho,state_Illinois,state_Indiana,state_Iowa,state_Kansas,state_Kentucky,state_Louisiana,state_Maine,state_Maryland,state_Massachusetts,state_Michigan,state_Minnesota,state_Mississippi,state_Missouri,state_Montana,state_Nebraska,state_Nevada,state_New Hampshire,state_New Jersey,state_New Mexico,state_New York,state_North Carolina,state_North Dakota,state_Ohio,state_Oklahoma,state_Oregon,state_Pennsylvania,state_Rhode Island,state_South Carolina,state_South Dakota,state_Tennessee,state_Texas,state_Utah,state_Vermont,state_Virginia,state_Washington,state_West Virginia,state_Wisconsin,state_Wyoming,party_other,party_republican
2020,Georgia,David Perdue,republican,,1,0.677,42906.0,8.216666666666667,21234846,0.11787365917322876,0.2887564619022902,0.15968884351692494,0.001992762273858732,0.021020307846828745,0.1987154510091573,0.11325398827945349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,Georgia,Jon Ossoff,democrat,,0,0.677,42906.0,8.216666666666667,21234846,0.11787365917322876,0.2887564619022902,0.15968884351692494,0.001992762273858732,0.021020307846828745,0.1987154510091573,0.11325398827945349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Georgia,Shane Hazel,other,,0,0.677,42906.0,8.216666666666667,21234846,0.11787365917322876,0.2887564619022902,0.15968884351692494,0.001992762273858732,0.021020307846828745,0.1987154510091573,0.11325398827945349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,Georgia,Kelly Loeffler,republican,,0,0.677,42906.0,8.216666666666667,21234846,0.11787365917322876,0.2887564619022902,0.15968884351692494,0.001992762273858732,0.021020307846828745,0.1987154510091573,0.11325398827945349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,Georgia,Raphael Warnock,democrat,,0,0.677,42906.0,8.216666666666667,21234846,0.11787365917322876,0.2887564619022902,0.15968884351692494,0.001992762273858732,0.021020307846828745,0.1987154510091573,0.11325398827945349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
